job_id,job_title, salary_usd ,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI07448,AI Research Scientist,"55,162",Entry level,CT,Australia,Mid Cap Companies,Germany,100,"PyTorch, Docker, Computer Vision, Statistics",Master,0,Real Estate,13-02-2025,06-03-2025,526,6,Cloud AI Solutions
AI07500,AI Research Scientist,"1,03,547",Mid level,FT,Sweden,large Cap Companies,Sweden,100,"AWS, Kubernetes, Python",PhD,2,Transportation,10-07-2024,02-08-2024,2186,7,Cloud AI Solutions
AI07541,AI Research Scientist,"1,05,457",Senior level,PT,Ireland,large Cap Companies,France,0,"Git, Hadoop, Deep Learning, Statistics, Data Visualization",Bachelor,5,Media,02-03-2025,02-05-2025,714,7,Autonomous Tech
AI07557,AI Research Scientist,"95,275",Senior level,FT,Israel,large Cap Companies,United Kingdom,100,"Linux, Java, Python",PhD,8,Telecommunications,15-11-2024,07-01-2025,1195,7,Cognitive Computing
AI07566,AI Research Scientist,"55,657",Mid level,CT,Israel,Small Cap Companies,Israel,100,"Hadoop, Linux, Tableau, Deep Learning",Associate,2,Healthcare,19-10-2024,20-11-2024,816,10,Autonomous Tech
AI07567,AI Research Scientist,"1,01,191",Mid level,CT,United States,Small Cap Companies,United States,0,"GCP, Java, NLP, Computer Vision",PhD,3,Automotive,24-11-2024,05-02-2025,706,10,Future Systems
AI07587,AI Research Scientist,"85,508",Mid level,FT,Sweden,Small Cap Companies,Sweden,50,"Python, Deep Learning, Linux, Computer Vision, SQL",Bachelor,2,Government,25-08-2024,13-09-2024,1680,7,Machine Intelligence Group
AI07598,AI Research Scientist,"65,225",Mid level,PT,Israel,Mid Cap Companies,Israel,50,"Azure, Data Visualization, Java, SQL",Associate,4,Gaming,29-03-2025,29-04-2025,2230,9,Predictive Systems
AI07620,AI Research Scientist,"72,192",Senior level,PT,Ireland,Small Cap Companies,Ireland,50,"Java, Tableau, Docker",Associate,6,Education,12-01-2024,10-02-2024,1938,8,DeepTech Ventures
AI07648,AI Research Scientist,"94,621",Mid level,PT,France,large Cap Companies,France,0,"AWS, Mathematics, MLOps",Associate,2,Automotive,19-04-2025,25-06-2025,627,8,Neural Networks Co
AI07649,AI Research Scientist,"1,22,933",Senior level,FT,Australia,large Cap Companies,Australia,50,"Python, TensorFlow, PyTorch, AWS, Tableau",Associate,8,Telecommunications,08-10-2024,20-12-2024,1898,5,Smart Analytics
AI07671,AI Research Scientist,"90,379",Mid level,PT,Sweden,Small Cap Companies,Sweden,50,"Java, Data Visualization, NLP",Associate,4,Transportation,26-04-2025,13-06-2025,2390,8,DataVision Ltd
AI07690,AI Research Scientist,"1,19,663",Senior level,CT,Sweden,large Cap Companies,Canada,100,"Spark, R, SQL, Tableau",Bachelor,9,Government,29-03-2025,15-05-2025,1598,7,DeepTech Ventures
AI07707,AI Research Scientist,"1,62,506",Senior level,FT,Sweden,large Cap Companies,Sweden,50,"TensorFlow, Azure, Deep Learning, Python, Mathematics",Associate,5,Gaming,30-06-2024,27-08-2024,1895,6,Predictive Systems
AI07719,AI Research Scientist,"1,14,162",Mid level,FL,Netherlands,Mid Cap Companies,Netherlands,0,"Deep Learning, Python, Azure, Git",Associate,4,Technology,05-01-2024,03-02-2024,2463,8,TechCorp Inc
AI07730,AI Research Scientist,"1,98,149",Executive,FL,United States,large Cap Companies,United States,50,"Mathematics, NLP, MLOps, GCP, Deep Learning",Bachelor,19,Consulting,30-01-2024,20-02-2024,1195,8,Neural Networks Co
AI07761,AI Research Scientist,"1,40,263",Executive,FL,Israel,Small Cap Companies,Sweden,0,"Python, Kubernetes, GCP",Master,11,Finance,01-01-2025,14-02-2025,1965,10,DataVision Ltd
AI07781,AI Research Scientist,"2,19,384",Executive,FL,Germany,Mid Cap Companies,Germany,100,"SQL, Computer Vision, MLOps",PhD,12,Manufacturing,29-11-2024,31-12-2024,1957,9,Smart Analytics
AI07783,AI Research Scientist,"1,97,438",Executive,FT,Israel,large Cap Companies,Israel,0,"Computer Vision, PyTorch, Java, Mathematics",Associate,19,Manufacturing,23-08-2024,27-10-2024,1553,5,Machine Intelligence Group
AI07787,AI Research Scientist,"88,407",Senior level,FL,Finland,Mid Cap Companies,Finland,100,"Data Visualization, Deep Learning, Linux",Bachelor,8,Energy,10-03-2024,10-05-2024,1875,8,Digital Transformation LLC
AI07797,AI Research Scientist,"99,120",Mid level,PT,France,Mid Cap Companies,France,0,"Python, Java, Hadoop, Mathematics",Associate,4,Technology,29-04-2025,30-06-2025,2391,9,Digital Transformation LLC
AI07990,AI Research Scientist,"1,68,515",Senior level,FL,Denmark,Mid Cap Companies,Germany,100,"Python, TensorFlow, MLOps",Master,7,Media,05-06-2024,29-06-2024,1350,6,Advanced Robotics
AI08062,AI Research Scientist,"91,602",Mid level,FT,Singapore,Small Cap Companies,Singapore,0,"AWS, Data Visualization, Spark, Python, GCP",PhD,3,Manufacturing,04-03-2025,31-03-2025,1068,10,Algorithmic Solutions
AI08065,AI Research Scientist,"1,15,239",Mid level,FL,France,large Cap Companies,China,0,"Azure, NLP, Linux, Computer Vision, Scala",PhD,2,Transportation,30-11-2024,25-12-2024,756,8,TechCorp Inc
AI08079,AI Research Scientist,"1,61,789",Senior level,CT,United States,Mid Cap Companies,Japan,50,"Python, Linux, TensorFlow",PhD,8,Consulting,13-10-2024,01-11-2024,598,9,Predictive Systems
AI08153,AI Research Scientist,"1,97,195",Senior level,PT,Denmark,large Cap Companies,Denmark,100,"Python, Computer Vision, Hadoop, TensorFlow",Master,6,Gaming,22-09-2024,29-11-2024,1269,8,Cognitive Computing
AI08161,AI Research Scientist,"56,088",Entry level,PT,Israel,Mid Cap Companies,France,50,"Python, Mathematics, Hadoop",PhD,0,Real Estate,16-05-2024,31-05-2024,1476,8,DeepTech Ventures
AI08181,AI Research Scientist,"3,25,619",Executive,CT,Norway,large Cap Companies,Norway,0,"GCP, Kubernetes, Scala, SQL, AWS",Bachelor,17,Finance,21-03-2024,02-05-2024,1978,6,Quantum Computing Inc
AI08185,AI Research Scientist,"73,552",Senior level,PT,India,Mid Cap Companies,India,50,"Linux, PyTorch, SQL, Java, AWS",Bachelor,9,Real Estate,23-04-2024,15-05-2024,693,6,Future Systems
AI08224,AI Research Scientist,"91,766",Mid level,PT,United States,Small Cap Companies,United States,0,"SQL, R, AWS, Scala",Bachelor,3,Media,04-10-2024,12-12-2024,1285,5,Smart Analytics
AI08249,AI Research Scientist,"1,11,829",Senior level,FT,United States,Small Cap Companies,United States,0,"Python, Git, Mathematics, TensorFlow",Associate,8,Retail,15-07-2024,11-09-2024,2471,9,Advanced Robotics
AI08258,AI Research Scientist,"69,423",Mid level,FL,China,Small Cap Companies,China,100,"Java, Spark, Tableau, Scala, AWS",Associate,3,Media,24-11-2024,30-01-2025,1309,5,Cognitive Computing
AI08271,AI Research Scientist,"58,345",Mid level,FT,Japan,Small Cap Companies,Germany,0,"Git, PyTorch, Computer Vision, R, Spark",Master,2,Real Estate,20-11-2024,19-01-2025,1893,10,Quantum Computing Inc
AI08287,AI Research Scientist,"1,30,767",Mid level,FL,Netherlands,large Cap Companies,United States,50,"Hadoop, Git, Statistics, Tableau",Master,3,Education,10-03-2024,11-04-2024,1600,5,Smart Analytics
AI08297,AI Research Scientist,"46,225",Entry level,PT,Finland,Small Cap Companies,Finland,50,"Git, Python, Docker, GCP",Bachelor,1,Automotive,26-09-2024,17-11-2024,2191,6,TechCorp Inc
AI08309,AI Research Scientist,"3,08,049",Executive,FL,United Kingdom,Small Cap Companies,Denmark,100,"Linux, Python, Azure, GCP, SQL",Associate,12,Transportation,16-04-2024,15-06-2024,566,7,Predictive Systems
AI08330,AI Research Scientist,"1,91,286",Executive,FT,France,Mid Cap Companies,South Korea,0,"NLP, Kubernetes, Mathematics",Associate,16,Finance,12-07-2024,17-08-2024,617,8,Advanced Robotics
AI08333,AI Research Scientist,"71,274",Mid level,FT,Ireland,Mid Cap Companies,China,0,"SQL, AWS, GCP, Kubernetes",PhD,4,Telecommunications,21-12-2024,17-01-2025,1810,7,Algorithmic Solutions
AI08338,AI Research Scientist,"77,960",Senior level,FT,Austria,Small Cap Companies,Denmark,100,"Python, PyTorch, NLP, Hadoop, Tableau",Associate,9,Healthcare,16-10-2024,21-12-2024,2239,5,DeepTech Ventures
AI08378,AI Research Scientist,"3,72,206",Executive,FT,Switzerland,large Cap Companies,Singapore,100,"Spark, Python, GCP",Master,19,Energy,26-12-2024,18-01-2025,1952,10,Quantum Computing Inc
AI08401,AI Research Scientist,"60,105",Mid level,FL,Japan,Small Cap Companies,Japan,0,"GCP, Linux, Deep Learning, MLOps, Python",Associate,3,Retail,21-07-2024,04-09-2024,1158,8,AI Innovations
AI08407,AI Research Scientist,"1,36,102",Senior level,PT,Norway,Mid Cap Companies,Norway,50,"Scala, Java, Mathematics",Associate,8,Manufacturing,22-01-2024,29-03-2024,1492,6,Quantum Computing Inc
AI08411,AI Research Scientist,"39,408",Entry level,FL,China,Mid Cap Companies,China,0,"Python, Computer Vision, NLP",Associate,0,Government,14-04-2024,04-05-2024,2482,5,DeepTech Ventures
AI08431,AI Research Scientist,"68,227",Entry level,FT,Singapore,large Cap Companies,Finland,50,"Git, Statistics, R, Java, Hadoop",Master,0,Technology,13-01-2024,28-01-2024,1495,7,Quantum Computing Inc
AI08435,AI Research Scientist,"2,32,539",Executive,PT,United Kingdom,Mid Cap Companies,United Kingdom,50,"Scala, PyTorch, Statistics",Bachelor,12,Transportation,24-12-2024,15-01-2025,528,6,Cloud AI Solutions
AI08475,AI Research Scientist,"1,02,724",Senior level,FL,China,Mid Cap Companies,China,100,"AWS, Hadoop, Tableau, NLP, SQL",PhD,9,Media,06-10-2024,29-11-2024,1813,7,Algorithmic Solutions
AI08508,AI Research Scientist,"1,59,757",Senior level,CT,Norway,large Cap Companies,Norway,100,"Scala, Git, NLP, Linux, Docker",Associate,8,Healthcare,19-06-2024,16-08-2024,1007,6,Machine Intelligence Group
AI08511,AI Research Scientist,"1,74,698",Executive,CT,Singapore,Mid Cap Companies,Singapore,0,"Mathematics, PyTorch, NLP",PhD,16,Technology,26-09-2024,10-10-2024,1018,10,Cloud AI Solutions
AI08552,AI Research Scientist,"38,104",Entry level,FL,South Korea,Small Cap Companies,United States,50,"Mathematics, Python, Computer Vision, Kubernetes, Azure",PhD,1,Consulting,15-02-2024,04-03-2024,2006,10,Machine Intelligence Group
AI08553,AI Research Scientist,"74,005",Mid level,FL,Austria,large Cap Companies,South Korea,50,"Kubernetes, TensorFlow, Data Visualization, MLOps, SQL",Master,3,Media,12-02-2025,13-03-2025,1500,8,TechCorp Inc
AI08589,AI Research Scientist,"2,51,783",Executive,CT,Germany,Mid Cap Companies,Germany,0,"Python, Git, SQL, Computer Vision, Azure",Master,19,Telecommunications,15-08-2024,26-09-2024,518,8,Machine Intelligence Group
AI08632,AI Research Scientist,"1,76,708",Senior level,FT,Switzerland,Small Cap Companies,Switzerland,50,"R, Computer Vision, Statistics, Python, Data Visualization",PhD,6,Retail,10-06-2024,25-07-2024,1920,8,Machine Intelligence Group
AI08638,AI Research Scientist,"81,711",Mid level,FL,Australia,Small Cap Companies,Australia,100,"R, SQL, Tableau, NLP",PhD,4,Technology,29-04-2025,04-07-2025,2264,8,Cognitive Computing
AI08644,AI Research Scientist,"33,218",Entry level,PT,Ireland,Small Cap Companies,Ireland,50,"Docker, Java, AWS, R, Computer Vision",Associate,0,Retail,13-11-2024,12-01-2025,1640,5,Quantum Computing Inc
AI08649,AI Research Scientist,"91,687",Senior level,FT,Israel,Small Cap Companies,India,100,"Hadoop, GCP, AWS",PhD,8,Retail,12-03-2025,22-05-2025,1339,8,Quantum Computing Inc
AI08678,AI Research Scientist,"83,895",Mid level,FL,China,large Cap Companies,China,100,"Statistics, Data Visualization, Hadoop, Java, AWS",PhD,4,Media,26-01-2025,26-02-2025,2229,8,DataVision Ltd
AI08693,AI Research Scientist,"1,36,639",Mid level,CT,Switzerland,Mid Cap Companies,Germany,50,"Java, NLP, Linux, Deep Learning, PyTorch",Master,3,Healthcare,30-03-2025,02-05-2025,2179,5,DeepTech Ventures
AI08698,AI Research Scientist,"96,134",Mid level,FT,Netherlands,Small Cap Companies,Netherlands,50,"Python, Data Visualization, R",Master,3,Energy,06-04-2024,26-04-2024,1918,6,TechCorp Inc
AI08699,AI Research Scientist,"90,893",Senior level,FL,India,large Cap Companies,India,0,"Linux, Python, Data Visualization, Docker",Bachelor,7,Education,09-11-2024,13-12-2024,854,7,Advanced Robotics
AI08708,AI Research Scientist,"2,83,735",Executive,FT,Denmark,Mid Cap Companies,France,0,"TensorFlow, Computer Vision, Linux, AWS",Master,13,Government,15-12-2024,19-02-2025,1175,7,Quantum Computing Inc
AI08718,AI Research Scientist,"58,395",Mid level,FT,Israel,Mid Cap Companies,Switzerland,50,"Git, AWS, R, Computer Vision",PhD,4,Energy,21-03-2025,12-05-2025,2087,10,Cognitive Computing
AI08743,AI Research Scientist,"1,36,939",Senior level,FT,United Kingdom,Small Cap Companies,United Kingdom,100,"Kubernetes, Deep Learning, Hadoop, Statistics, NLP",Associate,8,Retail,26-02-2024,08-05-2024,691,9,AI Innovations
AI08765,AI Research Scientist,"88,032",Entry level,CT,United Kingdom,Mid Cap Companies,United Kingdom,50,"AWS, GCP, SQL, PyTorch, Statistics",Bachelor,0,Healthcare,08-01-2025,26-01-2025,561,10,Machine Intelligence Group
AI08797,AI Research Scientist,"94,913",Executive,PT,Israel,Small Cap Companies,Israel,0,"Git, Spark, SQL",Master,19,Retail,15-10-2024,05-12-2024,860,10,TechCorp Inc
AI08817,AI Research Scientist,"1,91,993",Executive,FT,South Korea,large Cap Companies,South Korea,0,"PyTorch, TensorFlow, Data Visualization, AWS, SQL",Master,16,Retail,13-12-2024,08-01-2025,1829,9,Smart Analytics
AI08842,AI Research Scientist,"85,908",Mid level,FL,Canada,Small Cap Companies,Canada,0,"Mathematics, Git, Docker",Associate,2,Technology,15-04-2024,01-05-2024,1542,7,Cloud AI Solutions
AI08847,AI Research Scientist,"1,13,949",Mid level,CT,Denmark,Mid Cap Companies,Denmark,100,"Python, Computer Vision, AWS",Associate,2,Media,13-09-2024,11-11-2024,536,7,Smart Analytics
AI08848,AI Research Scientist,"39,897",Entry level,CT,Japan,Mid Cap Companies,Japan,50,"Java, MLOps, Tableau",PhD,1,Retail,16-09-2024,15-10-2024,664,6,TechCorp Inc
AI08864,AI Research Scientist,"52,418",Entry level,PT,Sweden,Mid Cap Companies,Sweden,50,"Hadoop, R, Docker, Azure, Java",Associate,0,Media,15-02-2024,08-04-2024,1553,6,Cloud AI Solutions
AI08881,AI Research Scientist,"1,71,469",Senior level,FL,United Kingdom,Small Cap Companies,United Kingdom,0,"SQL, Python, TensorFlow, PyTorch",Bachelor,5,Healthcare,20-01-2024,28-02-2024,842,6,AI Innovations
AI08903,AI Research Scientist,"2,55,424",Executive,PT,Norway,large Cap Companies,Austria,0,"SQL, Git, Azure",PhD,16,Healthcare,18-09-2024,28-10-2024,1814,9,Future Systems
AI08908,AI Research Scientist,"1,19,856",Executive,PT,South Korea,Small Cap Companies,South Korea,50,"Spark, Data Visualization, Hadoop, TensorFlow",PhD,11,Technology,18-04-2024,23-05-2024,2401,6,Quantum Computing Inc
AI08911,AI Research Scientist,"63,155",Entry level,FL,Sweden,Mid Cap Companies,Switzerland,0,"Kubernetes, Python, TensorFlow, SQL, MLOps",Bachelor,0,Education,06-04-2024,05-06-2024,2271,9,Autonomous Tech
AI08912,AI Research Scientist,"75,646",Entry level,PT,Australia,large Cap Companies,Australia,100,"TensorFlow, Mathematics, NLP, PyTorch, Python",Bachelor,0,Real Estate,13-04-2024,05-05-2024,824,8,Advanced Robotics
AI08953,AI Research Scientist,"93,642",Entry level,FT,United States,large Cap Companies,India,0,"NLP, Python, Hadoop",Associate,0,Consulting,11-05-2024,27-05-2024,853,6,Machine Intelligence Group
AI08958,AI Research Scientist,"2,21,021",Executive,PT,Denmark,Small Cap Companies,Denmark,100,"Mathematics, Java, GCP, Linux",PhD,12,Automotive,20-06-2024,10-07-2024,2276,6,AI Innovations
AI08984,AI Research Scientist,"37,547",Entry level,FT,China,Small Cap Companies,China,0,"Git, Python, Docker, Linux, SQL",Bachelor,0,Government,26-04-2025,13-06-2025,1609,8,Smart Analytics
AI08999,AI Research Scientist,"77,085",Mid level,FL,South Korea,Mid Cap Companies,South Korea,50,"Mathematics, Deep Learning, Kubernetes, PyTorch",PhD,3,Telecommunications,10-01-2024,03-02-2024,1032,7,Quantum Computing Inc
AI09046,AI Research Scientist,"95,154",Mid level,FT,Germany,large Cap Companies,Germany,0,"TensorFlow, Data Visualization, Scala, SQL",Associate,4,Manufacturing,14-01-2025,18-02-2025,1560,6,Quantum Computing Inc
AI09047,AI Research Scientist,"2,72,037",Executive,FL,Switzerland,Small Cap Companies,Switzerland,50,"Spark, Python, TensorFlow, GCP, Data Visualization",Master,10,Education,15-05-2024,02-06-2024,1157,9,DataVision Ltd
AI09055,AI Research Scientist,"2,93,060",Executive,CT,Singapore,large Cap Companies,Singapore,50,"Linux, SQL, Azure, Scala",Associate,13,Gaming,10-07-2024,20-08-2024,995,5,Cognitive Computing
AI09071,AI Research Scientist,"74,169",Entry level,FT,Singapore,Mid Cap Companies,Singapore,100,"Docker, Mathematics, Java",Master,1,Media,28-01-2024,19-02-2024,1524,6,Smart Analytics
AI09095,AI Research Scientist,"1,77,513",Executive,FT,Singapore,Small Cap Companies,Singapore,50,"Docker, Git, PyTorch, TensorFlow",Master,12,Manufacturing,29-04-2025,08-06-2025,1490,7,Autonomous Tech
AI09120,AI Research Scientist,"61,337",Mid level,PT,Ireland,large Cap Companies,Ireland,100,"Kubernetes, Hadoop, Deep Learning",Master,3,Healthcare,11-05-2024,09-06-2024,2297,7,Predictive Systems
AI09147,AI Research Scientist,"44,891",Entry level,CT,Israel,Mid Cap Companies,Israel,0,"GCP, Scala, Linux, SQL",PhD,0,Real Estate,04-01-2025,23-01-2025,1086,6,Cloud AI Solutions
AI09165,AI Research Scientist,"87,959",Senior level,FL,India,Small Cap Companies,India,0,"Linux, Kubernetes, Python, AWS",PhD,5,Media,02-04-2024,17-04-2024,1132,9,DeepTech Ventures
AI09167,AI Research Scientist,"1,46,565",Executive,PT,Canada,Small Cap Companies,Canada,100,"PyTorch, Spark, Kubernetes, Scala",PhD,16,Education,07-09-2024,06-10-2024,1112,6,Advanced Robotics
AI09198,AI Research Scientist,"82,439",Entry level,FT,Denmark,large Cap Companies,Denmark,0,"Scala, Tableau, Python",Master,0,Consulting,27-01-2024,04-03-2024,552,9,Autonomous Tech
AI09214,AI Research Scientist,"1,26,294",Mid level,FL,United States,large Cap Companies,United States,50,"SQL, PyTorch, MLOps, Linux, Hadoop",PhD,4,Finance,03-03-2025,14-04-2025,1493,8,DeepTech Ventures
AI09216,AI Research Scientist,"89,567",Entry level,FL,Singapore,large Cap Companies,Singapore,0,"NLP, PyTorch, Data Visualization, Docker",Bachelor,0,Real Estate,06-11-2024,24-12-2024,706,10,Algorithmic Solutions
AI09220,AI Research Scientist,"2,30,794",Executive,CT,Sweden,Mid Cap Companies,China,100,"PyTorch, R, Computer Vision, TensorFlow",PhD,14,Finance,26-12-2024,15-01-2025,1739,10,AI Innovations
AI09223,AI Research Scientist,"1,53,744",Executive,PT,Austria,Mid Cap Companies,China,100,"SQL, AWS, Tableau",Associate,12,Retail,26-12-2024,04-02-2025,1220,6,Digital Transformation LLC
AI09230,AI Research Scientist,"2,22,230",Executive,CT,Denmark,Mid Cap Companies,Denmark,0,"MLOps, GCP, TensorFlow, Docker",Bachelor,17,Media,09-03-2024,17-05-2024,1985,8,DeepTech Ventures
AI09360,AI Research Scientist,"1,10,209",Mid level,PT,Sweden,Mid Cap Companies,South Korea,100,"Python, R, Java, Hadoop, Computer Vision",Associate,3,Consulting,31-03-2025,16-04-2025,1796,7,Digital Transformation LLC
AI09371,AI Research Scientist,"1,82,202",Executive,FL,Denmark,Small Cap Companies,India,100,"R, Scala, NLP",PhD,15,Finance,28-03-2024,06-06-2024,1562,9,Advanced Robotics
AI09395,AI Research Scientist,"1,06,947",Senior level,PT,Canada,Small Cap Companies,Singapore,0,"Data Visualization, Python, PyTorch, SQL, Hadoop",Master,9,Finance,20-02-2024,22-03-2024,1314,6,AI Innovations
AI09417,AI Research Scientist,"1,82,858",Executive,FT,Denmark,Small Cap Companies,Finland,100,"PyTorch, Python, Tableau, Statistics",Master,13,Energy,28-01-2025,13-03-2025,1253,7,Advanced Robotics
AI09420,AI Research Scientist,"74,743",Entry level,CT,France,Small Cap Companies,France,50,"NLP, PyTorch, Spark",Master,1,Government,17-02-2025,31-03-2025,671,9,Cognitive Computing
AI09436,AI Research Scientist,"1,22,975",Executive,PT,Australia,Small Cap Companies,United Kingdom,0,"Hadoop, Spark, Python, Docker, Statistics",PhD,16,Energy,04-01-2025,26-01-2025,1631,7,AI Innovations
AI09444,AI Research Scientist,"52,956",Entry level,FL,India,Mid Cap Companies,India,50,"Scala, MLOps, GCP",Master,1,Healthcare,25-01-2024,13-03-2024,505,8,TechCorp Inc
AI09463,AI Research Scientist,"1,34,994",Mid level,CT,Norway,large Cap Companies,Norway,100,"Deep Learning, Kubernetes, R, AWS, Spark",Master,3,Energy,18-11-2024,08-01-2025,2087,7,Cognitive Computing
AI09473,AI Research Scientist,"67,804",Mid level,FL,India,large Cap Companies,India,100,"Computer Vision, Spark, MLOps",Master,4,Media,13-03-2025,15-04-2025,1737,6,Digital Transformation LLC
AI09477,AI Research Scientist,"3,32,775",Executive,FT,Denmark,large Cap Companies,Denmark,50,"GCP, Spark, Java",Bachelor,13,Finance,14-07-2024,02-09-2024,619,9,Machine Intelligence Group
AI09511,AI Research Scientist,"1,65,978",Executive,FL,Austria,Mid Cap Companies,France,0,"Hadoop, Tableau, MLOps, Scala, SQL",PhD,17,Technology,25-08-2024,15-09-2024,2164,5,Predictive Systems
AI09529,AI Research Scientist,"64,403",Entry level,PT,Germany,Mid Cap Companies,Germany,0,"Kubernetes, Mathematics, MLOps, Git, Computer Vision",PhD,0,Healthcare,17-07-2024,25-08-2024,866,8,Quantum Computing Inc
AI09531,AI Research Scientist,"1,41,763",Executive,CT,India,Small Cap Companies,Austria,50,"GCP, Kubernetes, Computer Vision, Mathematics, Spark",Bachelor,15,Transportation,03-06-2024,10-07-2024,2091,6,Machine Intelligence Group
AI09545,AI Research Scientist,"1,53,061",Senior level,FL,Denmark,Small Cap Companies,India,100,"R, Java, AWS",Associate,7,Finance,23-04-2025,29-06-2025,1431,8,Predictive Systems
AI09562,AI Research Scientist,"1,75,456",Executive,FL,United States,Small Cap Companies,Netherlands,100,"AWS, Hadoop, PyTorch",Associate,19,Automotive,07-10-2024,04-11-2024,2435,8,Advanced Robotics
AI09594,AI Research Scientist,"1,74,689",Executive,PT,France,Mid Cap Companies,France,0,"Java, Deep Learning, Linux",Associate,18,Transportation,21-07-2024,14-08-2024,1812,8,DeepTech Ventures
AI09602,AI Research Scientist,"1,04,621",Mid level,PT,France,large Cap Companies,Singapore,0,"Hadoop, Docker, Deep Learning, AWS",Bachelor,2,Finance,17-04-2025,04-06-2025,647,9,TechCorp Inc
AI09612,AI Research Scientist,"2,05,175",Senior level,FL,United Kingdom,large Cap Companies,Canada,50,"MLOps, Git, GCP, Data Visualization",Master,6,Energy,15-01-2024,06-02-2024,2459,7,AI Innovations
AI09614,AI Research Scientist,"51,570",Entry level,CT,Israel,Mid Cap Companies,Israel,0,"TensorFlow, Kubernetes, Data Visualization, PyTorch, Docker",Master,0,Consulting,28-10-2024,06-12-2024,2280,6,Future Systems
AI09663,AI Research Scientist,"76,473",Senior level,CT,South Korea,Small Cap Companies,South Korea,50,"PyTorch, Docker, Git",PhD,8,Automotive,14-09-2024,08-10-2024,1511,7,Algorithmic Solutions
AI09665,AI Research Scientist,"47,640",Entry level,FT,Finland,Mid Cap Companies,Finland,0,"Kubernetes, Data Visualization, MLOps",Bachelor,1,Telecommunications,17-05-2024,24-07-2024,1831,10,Smart Analytics
AI09666,AI Research Scientist,"90,648",Entry level,FT,Singapore,large Cap Companies,Netherlands,50,"GCP, Azure, AWS",Master,1,Transportation,03-04-2025,06-05-2025,2229,7,Quantum Computing Inc
AI09677,AI Research Scientist,"58,589",Mid level,FL,Finland,Mid Cap Companies,Finland,0,"Data Visualization, Python, Spark, TensorFlow, Scala",Master,2,Manufacturing,07-04-2025,26-04-2025,1389,8,AI Innovations
AI09684,AI Research Scientist,"77,347",Mid level,PT,Austria,Mid Cap Companies,Israel,50,"Data Visualization, GCP, Spark, R, Tableau",PhD,4,Technology,21-05-2024,23-07-2024,2295,7,Predictive Systems
AI09739,AI Research Scientist,"1,35,461",Executive,CT,South Korea,large Cap Companies,South Korea,0,"Linux, Azure, Tableau",Master,18,Energy,23-08-2024,22-10-2024,2102,7,Quantum Computing Inc
AI09742,AI Research Scientist,"2,28,926",Executive,FT,Netherlands,Mid Cap Companies,Netherlands,0,"Scala, Azure, MLOps, Spark, Java",Associate,18,Healthcare,27-11-2024,08-01-2025,1740,9,DeepTech Ventures
AI09772,AI Research Scientist,"1,43,939",Executive,CT,India,Mid Cap Companies,Netherlands,0,"Python, Mathematics, TensorFlow",Master,12,Technology,21-03-2024,22-05-2024,1642,6,Neural Networks Co
AI09830,AI Research Scientist,"1,86,008",Executive,PT,Ireland,large Cap Companies,Ireland,50,"NLP, Java, Docker, Spark",Associate,19,Gaming,12-04-2024,15-05-2024,2140,5,Neural Networks Co
AI09869,AI Research Scientist,"1,19,119",Entry level,FL,Denmark,large Cap Companies,Denmark,0,"Spark, Data Visualization, Kubernetes, Docker, Python",Bachelor,0,Government,07-08-2024,13-10-2024,1443,7,TechCorp Inc
AI09879,AI Research Scientist,"60,426",Mid level,FT,Ireland,Small Cap Companies,Ireland,50,"Spark, Tableau, Scala, PyTorch, Docker",PhD,2,Energy,18-08-2024,10-09-2024,2104,7,Predictive Systems
AI09940,AI Research Scientist,"87,075",Senior level,PT,South Korea,large Cap Companies,South Korea,0,"AWS, Deep Learning, Docker",Associate,7,Real Estate,31-03-2025,15-05-2025,2498,7,Quantum Computing Inc
AI09956,AI Research Scientist,"1,23,362",Executive,FT,China,Mid Cap Companies,Japan,100,"MLOps, Tableau, PyTorch, Kubernetes",Associate,13,Technology,22-09-2024,23-11-2024,561,8,Autonomous Tech
AI09963,AI Research Scientist,"1,73,980",Senior level,FL,Norway,Mid Cap Companies,Norway,50,"Deep Learning, NLP, Hadoop",Master,8,Healthcare,14-04-2024,24-06-2024,799,9,Neural Networks Co
AI09982,AI Research Scientist,"94,606",Mid level,CT,Australia,Small Cap Companies,Australia,0,"Data Visualization, R, Java",Master,3,Finance,31-03-2025,14-05-2025,2267,6,Autonomous Tech
AI09985,AI Research Scientist,"93,109",Mid level,FL,Australia,Mid Cap Companies,Australia,0,"TensorFlow, Spark, Azure, Scala, NLP",PhD,4,Automotive,14-01-2025,06-02-2025,613,9,AI Innovations
AI10083,AI Research Scientist,"2,22,511",Executive,FL,Australia,Small Cap Companies,Denmark,50,"Tableau, Scala, Python",PhD,10,Automotive,10-01-2024,01-02-2024,1141,7,Digital Transformation LLC
AI10086,AI Research Scientist,"46,662",Entry level,FT,Austria,large Cap Companies,Austria,0,"Kubernetes, TensorFlow, MLOps",Bachelor,1,Manufacturing,27-10-2024,14-11-2024,2480,6,AI Innovations
AI10115,AI Research Scientist,"1,10,535",Senior level,FT,Canada,large Cap Companies,Canada,100,"MLOps, SQL, Spark, Computer Vision",Master,6,Gaming,30-11-2024,07-01-2025,2357,7,Machine Intelligence Group
